Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Imperfect	214	CP_Plate_1-Well4-31	CP_Plate_1	Well4	31	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2796	CP_Plate_1-Well4-4	CP_Plate_1	Well4	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2038	CP_Plate_1-Well4-4	CP_Plate_1	Well4	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1142	CP_Plate_1-Well4-4	CP_Plate_1	Well4	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	403	CP_Plate_1-Well4-4	CP_Plate_1	Well4	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	375	CP_Plate_1-Well4-4	CP_Plate_1	Well4	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4606	CP_Plate_1-Well1-25	CP_Plate_1	Well1	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3552	CP_Plate_1-Well1-25	CP_Plate_1	Well1	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	3159	CP_Plate_1-Well1-25	CP_Plate_1	Well1	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	711	CP_Plate_1-Well1-25	CP_Plate_1	Well1	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	519	CP_Plate_1-Well1-25	CP_Plate_1	Well1	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4473	CP_Plate_1-Well4-13	CP_Plate_1	Well4	13	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3275	CP_Plate_1-Well4-13	CP_Plate_1	Well4	13	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2577	CP_Plate_1-Well4-13	CP_Plate_1	Well4	13	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	637	CP_Plate_1-Well4-13	CP_Plate_1	Well4	13	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	520	CP_Plate_1-Well4-13	CP_Plate_1	Well4	13	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3499	CP_Plate_1-Well3-5	CP_Plate_1	Well3	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2484	CP_Plate_1-Well3-5	CP_Plate_1	Well3	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1206	CP_Plate_1-Well3-5	CP_Plate_1	Well3	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	450	CP_Plate_1-Well3-5	CP_Plate_1	Well3	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	431	CP_Plate_1-Well3-5	CP_Plate_1	Well3	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3919	CP_Plate_1-Well3-41	CP_Plate_1	Well3	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3207	CP_Plate_1-Well3-41	CP_Plate_1	Well3	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1444	CP_Plate_1-Well3-41	CP_Plate_1	Well3	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	647	CP_Plate_1-Well3-41	CP_Plate_1	Well3	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	611	CP_Plate_1-Well3-41	CP_Plate_1	Well3	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3323	CP_Plate_1-Well1-7	CP_Plate_1	Well1	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2602	CP_Plate_1-Well1-7	CP_Plate_1	Well1	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1334	CP_Plate_1-Well1-7	CP_Plate_1	Well1	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	506	CP_Plate_1-Well1-7	CP_Plate_1	Well1	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	499	CP_Plate_1-Well1-7	CP_Plate_1	Well1	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4052	CP_Plate_1-Well2-33	CP_Plate_1	Well2	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3041	CP_Plate_1-Well2-33	CP_Plate_1	Well2	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1361	CP_Plate_1-Well2-33	CP_Plate_1	Well2	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	456	CP_Plate_1-Well2-33	CP_Plate_1	Well2	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	405	CP_Plate_1-Well2-33	CP_Plate_1	Well2	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2048	CP_Plate_1-Well1-61	CP_Plate_1	Well1	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1548	CP_Plate_1-Well1-61	CP_Plate_1	Well1	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1095	CP_Plate_1-Well1-61	CP_Plate_1	Well1	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	274	CP_Plate_1-Well1-61	CP_Plate_1	Well1	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	249	CP_Plate_1-Well1-61	CP_Plate_1	Well1	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	1049	CP_Plate_1-Well5-3	CP_Plate_1	Well5	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	638	CP_Plate_1-Well5-3	CP_Plate_1	Well5	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	347	CP_Plate_1-Well5-3	CP_Plate_1	Well5	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	132	CP_Plate_1-Well5-3	CP_Plate_1	Well5	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	99	CP_Plate_1-Well5-3	CP_Plate_1	Well5	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4436	CP_Plate_1-Well1-16	CP_Plate_1	Well1	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3442	CP_Plate_1-Well1-16	CP_Plate_1	Well1	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2583	CP_Plate_1-Well1-16	CP_Plate_1	Well1	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	589	CP_Plate_1-Well1-16	CP_Plate_1	Well1	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	534	CP_Plate_1-Well1-16	CP_Plate_1	Well1	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3266	CP_Plate_1-Well2-60	CP_Plate_1	Well2	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2216	CP_Plate_1-Well2-60	CP_Plate_1	Well2	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	916	CP_Plate_1-Well2-60	CP_Plate_1	Well2	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	547	CP_Plate_1-Well2-60	CP_Plate_1	Well2	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	536	CP_Plate_1-Well2-60	CP_Plate_1	Well2	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3723	CP_Plate_1-Well3-32	CP_Plate_1	Well3	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2874	CP_Plate_1-Well3-32	CP_Plate_1	Well3	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1027	CP_Plate_1-Well3-32	CP_Plate_1	Well3	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	535	CP_Plate_1-Well3-32	CP_Plate_1	Well3	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	511	CP_Plate_1-Well3-32	CP_Plate_1	Well3	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4744	CP_Plate_1-Well2-24	CP_Plate_1	Well2	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3522	CP_Plate_1-Well2-24	CP_Plate_1	Well2	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2261	CP_Plate_1-Well2-24	CP_Plate_1	Well2	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	463	CP_Plate_1-Well2-24	CP_Plate_1	Well2	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	434	CP_Plate_1-Well2-24	CP_Plate_1	Well2	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2811	CP_Plate_1-Well1-52	CP_Plate_1	Well1	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2233	CP_Plate_1-Well1-52	CP_Plate_1	Well1	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	806	CP_Plate_1-Well1-52	CP_Plate_1	Well1	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	636	CP_Plate_1-Well1-52	CP_Plate_1	Well1	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	573	CP_Plate_1-Well1-52	CP_Plate_1	Well1	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2173	CP_Plate_1-Well4-40	CP_Plate_1	Well4	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1689	CP_Plate_1-Well4-40	CP_Plate_1	Well4	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	493	CP_Plate_1-Well4-40	CP_Plate_1	Well4	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	453	CP_Plate_1-Well4-40	CP_Plate_1	Well4	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	428	CP_Plate_1-Well4-40	CP_Plate_1	Well4	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	851	CP_Plate_1-Well5-12	CP_Plate_1	Well5	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	581	CP_Plate_1-Well5-12	CP_Plate_1	Well5	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	279	CP_Plate_1-Well5-12	CP_Plate_1	Well5	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	109	CP_Plate_1-Well5-12	CP_Plate_1	Well5	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	75	CP_Plate_1-Well5-12	CP_Plate_1	Well5	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4615	CP_Plate_1-Well1-34	CP_Plate_1	Well1	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3392	CP_Plate_1-Well1-34	CP_Plate_1	Well1	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2401	CP_Plate_1-Well1-34	CP_Plate_1	Well1	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	526	CP_Plate_1-Well1-34	CP_Plate_1	Well1	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	460	CP_Plate_1-Well1-34	CP_Plate_1	Well1	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3708	CP_Plate_1-Well4-22	CP_Plate_1	Well4	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2739	CP_Plate_1-Well4-22	CP_Plate_1	Well4	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1332	CP_Plate_1-Well4-22	CP_Plate_1	Well4	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	519	CP_Plate_1-Well4-22	CP_Plate_1	Well4	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	512	CP_Plate_1-Well4-22	CP_Plate_1	Well4	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3489	CP_Plate_1-Well3-50	CP_Plate_1	Well3	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2430	CP_Plate_1-Well3-50	CP_Plate_1	Well3	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	961	CP_Plate_1-Well3-50	CP_Plate_1	Well3	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	459	CP_Plate_1-Well3-50	CP_Plate_1	Well3	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	428	CP_Plate_1-Well3-50	CP_Plate_1	Well3	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3510	CP_Plate_1-Well2-42	CP_Plate_1	Well2	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2741	CP_Plate_1-Well2-42	CP_Plate_1	Well2	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	908	CP_Plate_1-Well2-42	CP_Plate_1	Well2	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	449	CP_Plate_1-Well2-42	CP_Plate_1	Well2	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	358	CP_Plate_1-Well2-42	CP_Plate_1	Well2	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4503	CP_Plate_1-Well3-14	CP_Plate_1	Well3	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3245	CP_Plate_1-Well3-14	CP_Plate_1	Well3	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1661	CP_Plate_1-Well3-14	CP_Plate_1	Well3	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	494	CP_Plate_1-Well3-14	CP_Plate_1	Well3	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	476	CP_Plate_1-Well3-14	CP_Plate_1	Well3	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2913	CP_Plate_1-Well1-70	CP_Plate_1	Well1	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2039	CP_Plate_1-Well1-70	CP_Plate_1	Well1	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1024	CP_Plate_1-Well1-70	CP_Plate_1	Well1	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	321	CP_Plate_1-Well1-70	CP_Plate_1	Well1	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	321	CP_Plate_1-Well1-70	CP_Plate_1	Well1	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	626	CP_Plate_1-Well5-30	CP_Plate_1	Well5	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	421	CP_Plate_1-Well5-30	CP_Plate_1	Well5	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	129	CP_Plate_1-Well5-30	CP_Plate_1	Well5	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	95	CP_Plate_1-Well5-30	CP_Plate_1	Well5	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	59	CP_Plate_1-Well5-30	CP_Plate_1	Well5	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3858	CP_Plate_1-Well5-33	CP_Plate_1	Well5	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2639	CP_Plate_1-Well5-33	CP_Plate_1	Well5	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	935	CP_Plate_1-Well5-33	CP_Plate_1	Well5	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	402	CP_Plate_1-Well5-33	CP_Plate_1	Well5	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	386	CP_Plate_1-Well5-33	CP_Plate_1	Well5	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2272	CP_Plate_1-Well4-61	CP_Plate_1	Well4	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1567	CP_Plate_1-Well4-61	CP_Plate_1	Well4	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	982	CP_Plate_1-Well4-61	CP_Plate_1	Well4	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	241	CP_Plate_1-Well4-61	CP_Plate_1	Well4	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	212	CP_Plate_1-Well4-61	CP_Plate_1	Well4	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4359	CP_Plate_1-Well2-45	CP_Plate_1	Well2	45	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3126	CP_Plate_1-Well2-45	CP_Plate_1	Well2	45	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1550	CP_Plate_1-Well2-45	CP_Plate_1	Well2	45	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	427	CP_Plate_1-Well2-45	CP_Plate_1	Well2	45	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	417	CP_Plate_1-Well2-45	CP_Plate_1	Well2	45	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4703	CP_Plate_1-Well3-17	CP_Plate_1	Well3	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3471	CP_Plate_1-Well3-17	CP_Plate_1	Well3	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2201	CP_Plate_1-Well3-17	CP_Plate_1	Well3	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	540	CP_Plate_1-Well3-17	CP_Plate_1	Well3	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	468	CP_Plate_1-Well3-17	CP_Plate_1	Well3	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3501	CP_Plate_1-Well1-73	CP_Plate_1	Well1	73	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2431	CP_Plate_1-Well1-73	CP_Plate_1	Well1	73	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1067	CP_Plate_1-Well1-73	CP_Plate_1	Well1	73	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	428	CP_Plate_1-Well1-73	CP_Plate_1	Well1	73	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	405	CP_Plate_1-Well1-73	CP_Plate_1	Well1	73	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4122	CP_Plate_1-Well6-41	CP_Plate_1	Well6	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2786	CP_Plate_1-Well6-41	CP_Plate_1	Well6	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1450	CP_Plate_1-Well6-41	CP_Plate_1	Well6	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	513	CP_Plate_1-Well6-41	CP_Plate_1	Well6	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	479	CP_Plate_1-Well6-41	CP_Plate_1	Well6	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3667	CP_Plate_1-Well1-37	CP_Plate_1	Well1	37	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2782	CP_Plate_1-Well1-37	CP_Plate_1	Well1	37	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1488	CP_Plate_1-Well1-37	CP_Plate_1	Well1	37	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	472	CP_Plate_1-Well1-37	CP_Plate_1	Well1	37	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	394	CP_Plate_1-Well1-37	CP_Plate_1	Well1	37	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4915	CP_Plate_1-Well4-25	CP_Plate_1	Well4	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3409	CP_Plate_1-Well4-25	CP_Plate_1	Well4	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	3355	CP_Plate_1-Well4-25	CP_Plate_1	Well4	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	729	CP_Plate_1-Well4-25	CP_Plate_1	Well4	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	564	CP_Plate_1-Well4-25	CP_Plate_1	Well4	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3573	CP_Plate_1-Well3-53	CP_Plate_1	Well3	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2757	CP_Plate_1-Well3-53	CP_Plate_1	Well3	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	955	CP_Plate_1-Well3-53	CP_Plate_1	Well3	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	510	CP_Plate_1-Well3-53	CP_Plate_1	Well3	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	506	CP_Plate_1-Well3-53	CP_Plate_1	Well3	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4424	CP_Plate_1-Well5-51	CP_Plate_1	Well5	51	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3025	CP_Plate_1-Well5-51	CP_Plate_1	Well5	51	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1601	CP_Plate_1-Well5-51	CP_Plate_1	Well5	51	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	412	CP_Plate_1-Well5-51	CP_Plate_1	Well5	51	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	368	CP_Plate_1-Well5-51	CP_Plate_1	Well5	51	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4813	CP_Plate_1-Well6-23	CP_Plate_1	Well6	23	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3267	CP_Plate_1-Well6-23	CP_Plate_1	Well6	23	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2174	CP_Plate_1-Well6-23	CP_Plate_1	Well6	23	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	524	CP_Plate_1-Well6-23	CP_Plate_1	Well6	23	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	407	CP_Plate_1-Well6-23	CP_Plate_1	Well6	23	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	1716	CP_Plate_1-Well1-19	CP_Plate_1	Well1	19	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1204	CP_Plate_1-Well1-19	CP_Plate_1	Well1	19	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	538	CP_Plate_1-Well1-19	CP_Plate_1	Well1	19	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	198	CP_Plate_1-Well1-19	CP_Plate_1	Well1	19	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	190	CP_Plate_1-Well1-19	CP_Plate_1	Well1	19	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3397	CP_Plate_1-Well2-63	CP_Plate_1	Well2	63	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2604	CP_Plate_1-Well2-63	CP_Plate_1	Well2	63	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	835	CP_Plate_1-Well2-63	CP_Plate_1	Well2	63	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	492	CP_Plate_1-Well2-63	CP_Plate_1	Well2	63	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	473	CP_Plate_1-Well2-63	CP_Plate_1	Well2	63	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4581	CP_Plate_1-Well3-35	CP_Plate_1	Well3	35	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3611	CP_Plate_1-Well3-35	CP_Plate_1	Well3	35	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2265	CP_Plate_1-Well3-35	CP_Plate_1	Well3	35	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	506	CP_Plate_1-Well3-35	CP_Plate_1	Well3	35	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	475	CP_Plate_1-Well3-35	CP_Plate_1	Well3	35	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4555	CP_Plate_1-Well2-27	CP_Plate_1	Well2	27	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3277	CP_Plate_1-Well2-27	CP_Plate_1	Well2	27	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2179	CP_Plate_1-Well2-27	CP_Plate_1	Well2	27	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	410	CP_Plate_1-Well2-27	CP_Plate_1	Well2	27	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	379	CP_Plate_1-Well2-27	CP_Plate_1	Well2	27	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4029	CP_Plate_1-Well1-55	CP_Plate_1	Well1	55	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3048	CP_Plate_1-Well1-55	CP_Plate_1	Well1	55	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1626	CP_Plate_1-Well1-55	CP_Plate_1	Well1	55	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	610	CP_Plate_1-Well1-55	CP_Plate_1	Well1	55	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	477	CP_Plate_1-Well1-55	CP_Plate_1	Well1	55	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3541	CP_Plate_1-Well4-43	CP_Plate_1	Well4	43	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2376	CP_Plate_1-Well4-43	CP_Plate_1	Well4	43	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	954	CP_Plate_1-Well4-43	CP_Plate_1	Well4	43	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	401	CP_Plate_1-Well4-43	CP_Plate_1	Well4	43	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	371	CP_Plate_1-Well4-43	CP_Plate_1	Well4	43	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4829	CP_Plate_1-Well5-15	CP_Plate_1	Well5	15	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3307	CP_Plate_1-Well5-15	CP_Plate_1	Well5	15	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2598	CP_Plate_1-Well5-15	CP_Plate_1	Well5	15	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	500	CP_Plate_1-Well5-15	CP_Plate_1	Well5	15	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	448	CP_Plate_1-Well5-15	CP_Plate_1	Well5	15	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3542	CP_Plate_1-Well5-42	CP_Plate_1	Well5	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2431	CP_Plate_1-Well5-42	CP_Plate_1	Well5	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	922	CP_Plate_1-Well5-42	CP_Plate_1	Well5	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	395	CP_Plate_1-Well5-42	CP_Plate_1	Well5	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	355	CP_Plate_1-Well5-42	CP_Plate_1	Well5	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3877	CP_Plate_1-Well6-5	CP_Plate_1	Well6	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2746	CP_Plate_1-Well6-5	CP_Plate_1	Well6	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1349	CP_Plate_1-Well6-5	CP_Plate_1	Well6	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	452	CP_Plate_1-Well6-5	CP_Plate_1	Well6	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	354	CP_Plate_1-Well6-5	CP_Plate_1	Well6	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3018	CP_Plate_1-Well4-70	CP_Plate_1	Well4	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2090	CP_Plate_1-Well4-70	CP_Plate_1	Well4	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	836	CP_Plate_1-Well4-70	CP_Plate_1	Well4	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	476	CP_Plate_1-Well4-70	CP_Plate_1	Well4	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	394	CP_Plate_1-Well4-70	CP_Plate_1	Well4	70	ALLBATCHES___CP_Plate_1___ALLWELLS
