Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Empty	848	CP_Plate_1-Well4-49	CP_Plate_1	Well4	49	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	487	CP_Plate_1-Well4-49	CP_Plate_1	Well4	49	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	479	CP_Plate_1-Well4-49	CP_Plate_1	Well4	49	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3558	CP_Plate_1-Well3-77	CP_Plate_1	Well3	77	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3077	CP_Plate_1-Well3-77	CP_Plate_1	Well3	77	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2102	CP_Plate_1-Well3-77	CP_Plate_1	Well3	77	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1133	CP_Plate_1-Well3-77	CP_Plate_1	Well3	77	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	838	CP_Plate_1-Well3-77	CP_Plate_1	Well3	77	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3273	CP_Plate_1-Well5-48	CP_Plate_1	Well5	48	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2175	CP_Plate_1-Well5-48	CP_Plate_1	Well5	48	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	681	CP_Plate_1-Well5-48	CP_Plate_1	Well5	48	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	496	CP_Plate_1-Well5-48	CP_Plate_1	Well5	48	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	392	CP_Plate_1-Well5-48	CP_Plate_1	Well5	48	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2927	CP_Plate_1-Well4-76	CP_Plate_1	Well4	76	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2324	CP_Plate_1-Well4-76	CP_Plate_1	Well4	76	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1941	CP_Plate_1-Well4-76	CP_Plate_1	Well4	76	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1806	CP_Plate_1-Well4-76	CP_Plate_1	Well4	76	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	1224	CP_Plate_1-Well4-76	CP_Plate_1	Well4	76	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	5041	CP_Plate_1-Well1-88	CP_Plate_1	Well1	88	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3508	CP_Plate_1-Well1-88	CP_Plate_1	Well1	88	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2943	CP_Plate_1-Well1-88	CP_Plate_1	Well1	88	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	441	CP_Plate_1-Well1-88	CP_Plate_1	Well1	88	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	421	CP_Plate_1-Well1-88	CP_Plate_1	Well1	88	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4353	CP_Plate_1-Well5-84	CP_Plate_1	Well5	84	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2846	CP_Plate_1-Well5-84	CP_Plate_1	Well5	84	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1334	CP_Plate_1-Well5-84	CP_Plate_1	Well5	84	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	458	CP_Plate_1-Well5-84	CP_Plate_1	Well5	84	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	455	CP_Plate_1-Well5-84	CP_Plate_1	Well5	84	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4321	CP_Plate_1-Well6-56	CP_Plate_1	Well6	56	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	4118	CP_Plate_1-Well6-56	CP_Plate_1	Well6	56	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3472	CP_Plate_1-Well6-56	CP_Plate_1	Well6	56	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1443	CP_Plate_1-Well6-56	CP_Plate_1	Well6	56	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	764	CP_Plate_1-Well6-56	CP_Plate_1	Well6	56	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	1857	CP_Plate_1-Well2-96	CP_Plate_1	Well2	96	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1475	CP_Plate_1-Well2-96	CP_Plate_1	Well2	96	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	815	CP_Plate_1-Well2-96	CP_Plate_1	Well2	96	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	292	CP_Plate_1-Well2-96	CP_Plate_1	Well2	96	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	241	CP_Plate_1-Well2-96	CP_Plate_1	Well2	96	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4338	CP_Plate_1-Well3-68	CP_Plate_1	Well3	68	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3174	CP_Plate_1-Well3-68	CP_Plate_1	Well3	68	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1873	CP_Plate_1-Well3-68	CP_Plate_1	Well3	68	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	495	CP_Plate_1-Well3-68	CP_Plate_1	Well3	68	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	455	CP_Plate_1-Well3-68	CP_Plate_1	Well3	68	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4229	CP_Plate_1-Well5-66	CP_Plate_1	Well5	66	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3218	CP_Plate_1-Well5-66	CP_Plate_1	Well5	66	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2287	CP_Plate_1-Well5-66	CP_Plate_1	Well5	66	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1018	CP_Plate_1-Well5-66	CP_Plate_1	Well5	66	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	690	CP_Plate_1-Well5-66	CP_Plate_1	Well5	66	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2942	CP_Plate_1-Well4-94	CP_Plate_1	Well4	94	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2009	CP_Plate_1-Well4-94	CP_Plate_1	Well4	94	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	936	CP_Plate_1-Well4-94	CP_Plate_1	Well4	94	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	331	CP_Plate_1-Well4-94	CP_Plate_1	Well4	94	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	307	CP_Plate_1-Well4-94	CP_Plate_1	Well4	94	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3816	CP_Plate_1-Well6-38	CP_Plate_1	Well6	38	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2859	CP_Plate_1-Well6-38	CP_Plate_1	Well6	38	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1025	CP_Plate_1-Well6-38	CP_Plate_1	Well6	38	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	581	CP_Plate_1-Well6-38	CP_Plate_1	Well6	38	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	558	CP_Plate_1-Well6-38	CP_Plate_1	Well6	38	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4847	CP_Plate_1-Well2-78	CP_Plate_1	Well2	78	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3547	CP_Plate_1-Well2-78	CP_Plate_1	Well2	78	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2529	CP_Plate_1-Well2-78	CP_Plate_1	Well2	78	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	458	CP_Plate_1-Well2-78	CP_Plate_1	Well2	78	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	456	CP_Plate_1-Well2-78	CP_Plate_1	Well2	78	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2604	CP_Plate_1-Well6-74	CP_Plate_1	Well6	74	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2185	CP_Plate_1-Well6-74	CP_Plate_1	Well6	74	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1088	CP_Plate_1-Well6-74	CP_Plate_1	Well6	74	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	1057	CP_Plate_1-Well6-74	CP_Plate_1	Well6	74	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	945	CP_Plate_1-Well6-74	CP_Plate_1	Well6	74	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3625	CP_Plate_1-Well4-58	CP_Plate_1	Well4	58	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2698	CP_Plate_1-Well4-58	CP_Plate_1	Well4	58	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1336	CP_Plate_1-Well4-58	CP_Plate_1	Well4	58	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	801	CP_Plate_1-Well4-58	CP_Plate_1	Well4	58	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	749	CP_Plate_1-Well4-58	CP_Plate_1	Well4	58	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3482	CP_Plate_1-Well3-86	CP_Plate_1	Well3	86	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3086	CP_Plate_1-Well3-86	CP_Plate_1	Well3	86	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1718	CP_Plate_1-Well3-86	CP_Plate_1	Well3	86	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	1005	CP_Plate_1-Well3-86	CP_Plate_1	Well3	86	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	812	CP_Plate_1-Well3-86	CP_Plate_1	Well3	86	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2699	CP_Plate_1-Well5-40	CP_Plate_1	Well5	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1892	CP_Plate_1-Well5-40	CP_Plate_1	Well5	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	617	CP_Plate_1-Well5-40	CP_Plate_1	Well5	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	384	CP_Plate_1-Well5-40	CP_Plate_1	Well5	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	360	CP_Plate_1-Well5-40	CP_Plate_1	Well5	40	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	912	CP_Plate_1-Well6-3	CP_Plate_1	Well6	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	613	CP_Plate_1-Well6-3	CP_Plate_1	Well6	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	273	CP_Plate_1-Well6-3	CP_Plate_1	Well6	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	157	CP_Plate_1-Well6-3	CP_Plate_1	Well6	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	119	CP_Plate_1-Well6-3	CP_Plate_1	Well6	3	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	903	CP_Plate_1-Well6-12	CP_Plate_1	Well6	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	634	CP_Plate_1-Well6-12	CP_Plate_1	Well6	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	353	CP_Plate_1-Well6-12	CP_Plate_1	Well6	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	175	CP_Plate_1-Well6-12	CP_Plate_1	Well6	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	152	CP_Plate_1-Well6-12	CP_Plate_1	Well6	12	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3324	CP_Plate_1-Well2-52	CP_Plate_1	Well2	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2591	CP_Plate_1-Well2-52	CP_Plate_1	Well2	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	774	CP_Plate_1-Well2-52	CP_Plate_1	Well2	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	445	CP_Plate_1-Well2-52	CP_Plate_1	Well2	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	403	CP_Plate_1-Well2-52	CP_Plate_1	Well2	52	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4471	CP_Plate_1-Well3-24	CP_Plate_1	Well3	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3500	CP_Plate_1-Well3-24	CP_Plate_1	Well3	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1944	CP_Plate_1-Well3-24	CP_Plate_1	Well3	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	488	CP_Plate_1-Well3-24	CP_Plate_1	Well3	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	456	CP_Plate_1-Well3-24	CP_Plate_1	Well3	24	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3663	CP_Plate_1-Well2-7	CP_Plate_1	Well2	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2397	CP_Plate_1-Well2-7	CP_Plate_1	Well2	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1471	CP_Plate_1-Well2-7	CP_Plate_1	Well2	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	375	CP_Plate_1-Well2-7	CP_Plate_1	Well2	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	371	CP_Plate_1-Well2-7	CP_Plate_1	Well2	7	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	632	CP_Plate_1-Well1-80	CP_Plate_1	Well1	80	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	367	CP_Plate_1-Well1-80	CP_Plate_1	Well1	80	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	205	CP_Plate_1-Well1-80	CP_Plate_1	Well1	80	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	67	CP_Plate_1-Well1-80	CP_Plate_1	Well1	80	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	62	CP_Plate_1-Well1-80	CP_Plate_1	Well1	80	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4541	CP_Plate_1-Well2-16	CP_Plate_1	Well2	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3287	CP_Plate_1-Well2-16	CP_Plate_1	Well2	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2234	CP_Plate_1-Well2-16	CP_Plate_1	Well2	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	455	CP_Plate_1-Well2-16	CP_Plate_1	Well2	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	449	CP_Plate_1-Well2-16	CP_Plate_1	Well2	16	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3927	CP_Plate_1-Well4-32	CP_Plate_1	Well4	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3032	CP_Plate_1-Well4-32	CP_Plate_1	Well4	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1482	CP_Plate_1-Well4-32	CP_Plate_1	Well4	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	513	CP_Plate_1-Well4-32	CP_Plate_1	Well4	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	507	CP_Plate_1-Well4-32	CP_Plate_1	Well4	32	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2564	CP_Plate_1-Well3-60	CP_Plate_1	Well3	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2500	CP_Plate_1-Well3-60	CP_Plate_1	Well3	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	995	CP_Plate_1-Well3-60	CP_Plate_1	Well3	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	468	CP_Plate_1-Well3-60	CP_Plate_1	Well3	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	383	CP_Plate_1-Well3-60	CP_Plate_1	Well3	60	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3827	CP_Plate_1-Well4-5	CP_Plate_1	Well4	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2898	CP_Plate_1-Well4-5	CP_Plate_1	Well4	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1618	CP_Plate_1-Well4-5	CP_Plate_1	Well4	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	533	CP_Plate_1-Well4-5	CP_Plate_1	Well4	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	503	CP_Plate_1-Well4-5	CP_Plate_1	Well4	5	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	628	CP_Plate_1-Well6-30	CP_Plate_1	Well6	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	355	CP_Plate_1-Well6-30	CP_Plate_1	Well6	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	119	CP_Plate_1-Well6-30	CP_Plate_1	Well6	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	84	CP_Plate_1-Well6-30	CP_Plate_1	Well6	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	62	CP_Plate_1-Well6-30	CP_Plate_1	Well6	30	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4306	CP_Plate_1-Well1-26	CP_Plate_1	Well1	26	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3501	CP_Plate_1-Well1-26	CP_Plate_1	Well1	26	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2798	CP_Plate_1-Well1-26	CP_Plate_1	Well1	26	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	819	CP_Plate_1-Well1-26	CP_Plate_1	Well1	26	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	615	CP_Plate_1-Well1-26	CP_Plate_1	Well1	26	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4470	CP_Plate_1-Well4-14	CP_Plate_1	Well4	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3301	CP_Plate_1-Well4-14	CP_Plate_1	Well4	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2031	CP_Plate_1-Well4-14	CP_Plate_1	Well4	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	715	CP_Plate_1-Well4-14	CP_Plate_1	Well4	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	600	CP_Plate_1-Well4-14	CP_Plate_1	Well4	14	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3033	CP_Plate_1-Well2-70	CP_Plate_1	Well2	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2566	CP_Plate_1-Well2-70	CP_Plate_1	Well2	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1365	CP_Plate_1-Well2-70	CP_Plate_1	Well2	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	329	CP_Plate_1-Well2-70	CP_Plate_1	Well2	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	317	CP_Plate_1-Well2-70	CP_Plate_1	Well2	70	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3881	CP_Plate_1-Well3-6	CP_Plate_1	Well3	6	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2844	CP_Plate_1-Well3-6	CP_Plate_1	Well3	6	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1554	CP_Plate_1-Well3-6	CP_Plate_1	Well3	6	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	481	CP_Plate_1-Well3-6	CP_Plate_1	Well3	6	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	415	CP_Plate_1-Well3-6	CP_Plate_1	Well3	6	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3298	CP_Plate_1-Well3-42	CP_Plate_1	Well3	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2531	CP_Plate_1-Well3-42	CP_Plate_1	Well3	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	828	CP_Plate_1-Well3-42	CP_Plate_1	Well3	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	505	CP_Plate_1-Well3-42	CP_Plate_1	Well3	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	490	CP_Plate_1-Well3-42	CP_Plate_1	Well3	42	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	1344	CP_Plate_1-Well1-8	CP_Plate_1	Well1	8	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	964	CP_Plate_1-Well1-8	CP_Plate_1	Well1	8	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	465	CP_Plate_1-Well1-8	CP_Plate_1	Well1	8	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	147	CP_Plate_1-Well1-8	CP_Plate_1	Well1	8	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	144	CP_Plate_1-Well1-8	CP_Plate_1	Well1	8	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4823	CP_Plate_1-Well2-34	CP_Plate_1	Well2	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3514	CP_Plate_1-Well2-34	CP_Plate_1	Well2	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2207	CP_Plate_1-Well2-34	CP_Plate_1	Well2	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	457	CP_Plate_1-Well2-34	CP_Plate_1	Well2	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	437	CP_Plate_1-Well2-34	CP_Plate_1	Well2	34	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3172	CP_Plate_1-Well1-62	CP_Plate_1	Well1	62	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2258	CP_Plate_1-Well1-62	CP_Plate_1	Well1	62	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	915	CP_Plate_1-Well1-62	CP_Plate_1	Well1	62	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	624	CP_Plate_1-Well1-62	CP_Plate_1	Well1	62	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	501	CP_Plate_1-Well1-62	CP_Plate_1	Well1	62	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2949	CP_Plate_1-Well5-4	CP_Plate_1	Well5	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1882	CP_Plate_1-Well5-4	CP_Plate_1	Well5	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1121	CP_Plate_1-Well5-4	CP_Plate_1	Well5	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	305	CP_Plate_1-Well5-4	CP_Plate_1	Well5	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	299	CP_Plate_1-Well5-4	CP_Plate_1	Well5	4	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3125	CP_Plate_1-Well4-50	CP_Plate_1	Well4	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2595	CP_Plate_1-Well4-50	CP_Plate_1	Well4	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	859	CP_Plate_1-Well4-50	CP_Plate_1	Well4	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	627	CP_Plate_1-Well4-50	CP_Plate_1	Well4	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	615	CP_Plate_1-Well4-50	CP_Plate_1	Well4	50	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4283	CP_Plate_1-Well5-22	CP_Plate_1	Well5	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3159	CP_Plate_1-Well5-22	CP_Plate_1	Well5	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1706	CP_Plate_1-Well5-22	CP_Plate_1	Well5	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	495	CP_Plate_1-Well5-22	CP_Plate_1	Well5	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	445	CP_Plate_1-Well5-22	CP_Plate_1	Well5	22	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	4354	CP_Plate_1-Well1-17	CP_Plate_1	Well1	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3406	CP_Plate_1-Well1-17	CP_Plate_1	Well1	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	2212	CP_Plate_1-Well1-17	CP_Plate_1	Well1	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	587	CP_Plate_1-Well1-17	CP_Plate_1	Well1	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	473	CP_Plate_1-Well1-17	CP_Plate_1	Well1	17	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	2031	CP_Plate_1-Well2-61	CP_Plate_1	Well2	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	1428	CP_Plate_1-Well2-61	CP_Plate_1	Well2	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	909	CP_Plate_1-Well2-61	CP_Plate_1	Well2	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	290	CP_Plate_1-Well2-61	CP_Plate_1	Well2	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	218	CP_Plate_1-Well2-61	CP_Plate_1	Well2	61	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3802	CP_Plate_1-Well3-33	CP_Plate_1	Well3	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2946	CP_Plate_1-Well3-33	CP_Plate_1	Well3	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1225	CP_Plate_1-Well3-33	CP_Plate_1	Well3	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	537	CP_Plate_1-Well3-33	CP_Plate_1	Well3	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	510	CP_Plate_1-Well3-33	CP_Plate_1	Well3	33	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	5095	CP_Plate_1-Well2-25	CP_Plate_1	Well2	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	3677	CP_Plate_1-Well2-25	CP_Plate_1	Well2	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	3360	CP_Plate_1-Well2-25	CP_Plate_1	Well2	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	491	CP_Plate_1-Well2-25	CP_Plate_1	Well2	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	396	CP_Plate_1-Well2-25	CP_Plate_1	Well2	25	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3144	CP_Plate_1-Well1-53	CP_Plate_1	Well1	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2381	CP_Plate_1-Well1-53	CP_Plate_1	Well1	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	910	CP_Plate_1-Well1-53	CP_Plate_1	Well1	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Great	501	CP_Plate_1-Well1-53	CP_Plate_1	Well1	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Imperfect	477	CP_Plate_1-Well1-53	CP_Plate_1	Well1	53	ALLBATCHES___CP_Plate_1___ALLWELLS
Perfect	3775	CP_Plate_1-Well4-41	CP_Plate_1	Well4	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Bad	2589	CP_Plate_1-Well4-41	CP_Plate_1	Well4	41	ALLBATCHES___CP_Plate_1___ALLWELLS
Empty	1181	CP_Plate_1-Well4-41	CP_Plate_1	Well4	41	ALLBATCHES___CP_Plate_1___ALLWELLS
